product,tax_year,document_type,official_url,local_path,status,sha256,page_count,byte_count,retrieval_date,error
1065-Schedule-M3,2022,form,https://www.irs.gov/pub/irs-prior/f1065sm3--2022.pdf,sources/supporting-schedules/1065-Schedule-M3/2022/f1065sm3--2022.pdf,not_available,,0,0,2026-07-18,404
1065-Schedule-M3,2022,instructions,https://www.irs.gov/pub/irs-prior/i1065sm3--2022.pdf,sources/supporting-schedules/1065-Schedule-M3/2022/i1065sm3--2022.pdf,not_available,,0,0,2026-07-18,404
1065-Schedule-M3,2023,form,https://www.irs.gov/pub/irs-prior/f1065sm3--2023.pdf,sources/supporting-schedules/1065-Schedule-M3/2023/f1065sm3--2023.pdf,not_available,,0,0,2026-07-18,404
1065-Schedule-M3,2023,instructions,https://www.irs.gov/pub/irs-prior/i1065sm3--2023.pdf,sources/supporting-schedules/1065-Schedule-M3/2023/i1065sm3--2023.pdf,downloaded,086c4b79384e4c350ee561b3fe55d7afc7f25535b376d28297b2c87d47345f10,20,266013,2026-07-18,
1065-Schedule-M3,2024,form,https://www.irs.gov/pub/irs-prior/f1065sm3--2024.pdf,sources/supporting-schedules/1065-Schedule-M3/2024/f1065sm3--2024.pdf,not_available,,0,0,2026-07-18,404
1065-Schedule-M3,2024,instructions,https://www.irs.gov/pub/irs-prior/i1065sm3--2024.pdf,sources/supporting-schedules/1065-Schedule-M3/2024/i1065sm3--2024.pdf,not_available,,0,0,2026-07-18,404
1065-Schedule-M3,2025,form,https://www.irs.gov/pub/irs-prior/f1065sm3--2025.pdf,sources/supporting-schedules/1065-Schedule-M3/2025/f1065sm3--2025.pdf,not_available,,0,0,2026-07-18,404
1065-Schedule-M3,2025,instructions,https://www.irs.gov/pub/irs-prior/i1065sm3--2025.pdf,sources/supporting-schedules/1065-Schedule-M3/2025/i1065sm3--2025.pdf,not_available,,0,0,2026-07-18,404
1120-Schedule-M3,2018,form,https://www.irs.gov/pub/irs-prior/f1120sm3--2018.pdf,sources/supporting-schedules/1120-Schedule-M3/2018/f1120sm3--2018.pdf,downloaded,ff4130c532390a95a7075f22235dcebeef06f8d3e92c96f461b96e6774d7151e,3,189546,2026-07-18,
1120-Schedule-M3,2018,instructions,https://www.irs.gov/pub/irs-prior/i1120sm3--2018.pdf,sources/supporting-schedules/1120-Schedule-M3/2018/i1120sm3--2018.pdf,downloaded,8e2ce8cc8ed46b42ad71aca57595b7fac03ef28bb60302dbb06bfac2dafad76d,28,315122,2026-07-18,
1120-Schedule-M3,2019,form,https://www.irs.gov/pub/irs-prior/f1120sm3--2019.pdf,sources/supporting-schedules/1120-Schedule-M3/2019/f1120sm3--2019.pdf,downloaded,2e53aa4f016b7a0d257c797421cc7ac740f4e5b1cc0596f23c774bb6beae5d57,3,173383,2026-07-18,
1120-Schedule-M3,2019,instructions,https://www.irs.gov/pub/irs-prior/i1120sm3--2019.pdf,sources/supporting-schedules/1120-Schedule-M3/2019/i1120sm3--2019.pdf,downloaded,959c7d5d77f91ad3d2ecb6694909dd46c24a22f0aa13cc27ef48908ae0507f96,28,314273,2026-07-18,
1120-Schedule-M3,2020,form,https://www.irs.gov/pub/irs-prior/f1120sm3--2020.pdf,sources/supporting-schedules/1120-Schedule-M3/2020/f1120sm3--2020.pdf,not_available,,0,0,2026-07-18,404
1120-Schedule-M3,2020,instructions,https://www.irs.gov/pub/irs-prior/i1120sm3--2020.pdf,sources/supporting-schedules/1120-Schedule-M3/2020/i1120sm3--2020.pdf,not_available,,0,0,2026-07-18,404
1120-Schedule-M3,2021,form,https://www.irs.gov/pub/irs-prior/f1120sm3--2021.pdf,sources/supporting-schedules/1120-Schedule-M3/2021/f1120sm3--2021.pdf,not_available,,0,0,2026-07-18,404
1120-Schedule-M3,2021,instructions,https://www.irs.gov/pub/irs-prior/i1120sm3--2021.pdf,sources/supporting-schedules/1120-Schedule-M3/2021/i1120sm3--2021.pdf,not_available,,0,0,2026-07-18,404
1120-Schedule-M3,2022,form,https://www.irs.gov/pub/irs-prior/f1120sm3--2022.pdf,sources/supporting-schedules/1120-Schedule-M3/2022/f1120sm3--2022.pdf,not_available,,0,0,2026-07-18,404
1120-Schedule-M3,2022,instructions,https://www.irs.gov/pub/irs-prior/i1120sm3--2022.pdf,sources/supporting-schedules/1120-Schedule-M3/2022/i1120sm3--2022.pdf,downloaded,f9ac3adcf1a624c8e6cd1bc92c956a6517270c9a66db40da81359c453d429241,28,323776,2026-07-18,
1120-Schedule-M3,2023,form,https://www.irs.gov/pub/irs-prior/f1120sm3--2023.pdf,sources/supporting-schedules/1120-Schedule-M3/2023/f1120sm3--2023.pdf,not_available,,0,0,2026-07-18,404
1120-Schedule-M3,2023,instructions,https://www.irs.gov/pub/irs-prior/i1120sm3--2023.pdf,sources/supporting-schedules/1120-Schedule-M3/2023/i1120sm3--2023.pdf,not_available,,0,0,2026-07-18,404
1120-Schedule-M3,2024,form,https://www.irs.gov/pub/irs-prior/f1120sm3--2024.pdf,sources/supporting-schedules/1120-Schedule-M3/2024/f1120sm3--2024.pdf,not_available,,0,0,2026-07-18,404
1120-Schedule-M3,2024,instructions,https://www.irs.gov/pub/irs-prior/i1120sm3--2024.pdf,sources/supporting-schedules/1120-Schedule-M3/2024/i1120sm3--2024.pdf,not_available,,0,0,2026-07-18,404
1120-Schedule-M3,2025,form,https://www.irs.gov/pub/irs-prior/f1120sm3--2025.pdf,sources/supporting-schedules/1120-Schedule-M3/2025/f1120sm3--2025.pdf,not_available,,0,0,2026-07-18,404
1120-Schedule-M3,2025,instructions,https://www.irs.gov/pub/irs-prior/i1120sm3--2025.pdf,sources/supporting-schedules/1120-Schedule-M3/2025/i1120sm3--2025.pdf,downloaded,0bf816d0448089bbaa68f6a4adabea4b27ab4fccb847bae99ecb03031bc04209,29,338498,2026-07-18,
1120S-Schedule-M3,2018,form,https://www.irs.gov/pub/irs-prior/f1120ssm3--2018.pdf,sources/supporting-schedules/1120S-Schedule-M3/2018/f1120ssm3--2018.pdf,not_available,,0,0,2026-07-18,404
1120S-Schedule-M3,2018,instructions,https://www.irs.gov/pub/irs-prior/i1120ssm3--2018.pdf,sources/supporting-schedules/1120S-Schedule-M3/2018/i1120ssm3--2018.pdf,not_available,,0,0,2026-07-18,404
1120S-Schedule-M3,2019,form,https://www.irs.gov/pub/irs-prior/f1120ssm3--2019.pdf,sources/supporting-schedules/1120S-Schedule-M3/2019/f1120ssm3--2019.pdf,not_available,,0,0,2026-07-18,404
1120S-Schedule-M3,2019,instructions,https://www.irs.gov/pub/irs-prior/i1120ssm3--2019.pdf,sources/supporting-schedules/1120S-Schedule-M3/2019/i1120ssm3--2019.pdf,not_available,,0,0,2026-07-18,404
1120S-Schedule-M3,2020,form,https://www.irs.gov/pub/irs-prior/f1120ssm3--2020.pdf,sources/supporting-schedules/1120S-Schedule-M3/2020/f1120ssm3--2020.pdf,not_available,,0,0,2026-07-18,404
1120S-Schedule-M3,2020,instructions,https://www.irs.gov/pub/irs-prior/i1120ssm3--2020.pdf,sources/supporting-schedules/1120S-Schedule-M3/2020/i1120ssm3--2020.pdf,not_available,,0,0,2026-07-18,404
1120S-Schedule-M3,2021,form,https://www.irs.gov/pub/irs-prior/f1120ssm3--2021.pdf,sources/supporting-schedules/1120S-Schedule-M3/2021/f1120ssm3--2021.pdf,not_available,,0,0,2026-07-18,404
1120S-Schedule-M3,2021,instructions,https://www.irs.gov/pub/irs-prior/i1120ssm3--2021.pdf,sources/supporting-schedules/1120S-Schedule-M3/2021/i1120ssm3--2021.pdf,not_available,,0,0,2026-07-18,404
1120S-Schedule-M3,2022,form,https://www.irs.gov/pub/irs-prior/f1120ssm3--2022.pdf,sources/supporting-schedules/1120S-Schedule-M3/2022/f1120ssm3--2022.pdf,not_available,,0,0,2026-07-18,404
1120S-Schedule-M3,2022,instructions,https://www.irs.gov/pub/irs-prior/i1120ssm3--2022.pdf,sources/supporting-schedules/1120S-Schedule-M3/2022/i1120ssm3--2022.pdf,not_available,,0,0,2026-07-18,404
1120S-Schedule-M3,2023,form,https://www.irs.gov/pub/irs-prior/f1120ssm3--2023.pdf,sources/supporting-schedules/1120S-Schedule-M3/2023/f1120ssm3--2023.pdf,not_available,,0,0,2026-07-18,404
1120S-Schedule-M3,2023,instructions,https://www.irs.gov/pub/irs-prior/i1120ssm3--2023.pdf,sources/supporting-schedules/1120S-Schedule-M3/2023/i1120ssm3--2023.pdf,not_available,,0,0,2026-07-18,404
1120S-Schedule-M3,2024,form,https://www.irs.gov/pub/irs-prior/f1120ssm3--2024.pdf,sources/supporting-schedules/1120S-Schedule-M3/2024/f1120ssm3--2024.pdf,not_available,,0,0,2026-07-18,404
1120S-Schedule-M3,2024,instructions,https://www.irs.gov/pub/irs-prior/i1120ssm3--2024.pdf,sources/supporting-schedules/1120S-Schedule-M3/2024/i1120ssm3--2024.pdf,not_available,,0,0,2026-07-18,404
1120S-Schedule-M3,2025,form,https://www.irs.gov/pub/irs-prior/f1120ssm3--2025.pdf,sources/supporting-schedules/1120S-Schedule-M3/2025/f1120ssm3--2025.pdf,not_available,,0,0,2026-07-18,404
1120S-Schedule-M3,2025,instructions,https://www.irs.gov/pub/irs-prior/i1120ssm3--2025.pdf,sources/supporting-schedules/1120S-Schedule-M3/2025/i1120ssm3--2025.pdf,not_available,,0,0,2026-07-18,404
