form,tax_year,artifact_type,status,official_url,local_path,pages,bytes,sha256,retrieved_date
990-EZ,2018,instructions,downloaded,https://www.irs.gov/pub/irs-prior/i990ez--2018.pdf,sources/annual-income-tax-forms/990-EZ/2018/990-ez-2018-instructions.pdf,47,601801,0c6ae3e9e16ec73ce19ab198b5e5166764a9e362650090ab8e0a85102c9beb16,2026-07-17
990-EZ,2019,form,downloaded,https://www.irs.gov/pub/irs-prior/f990ez--2019.pdf,sources/annual-income-tax-forms/990-EZ/2019/990-ez-2019-form.pdf,4,384359,727ce5f73fe20d3fcbb7ecf219500d62b01cf565d9c3c9d763395e0d8a66a8cf,2026-07-17
990-EZ,2019,instructions,downloaded,https://www.irs.gov/pub/irs-prior/i990ez--2019.pdf,sources/annual-income-tax-forms/990-EZ/2019/990-ez-2019-instructions.pdf,48,604356,fa21045ff3905562cb8040cb333f6839d30c95711a45437f1f446d7664ea3ade,2026-07-17
990-EZ,2020,form,downloaded,https://www.irs.gov/pub/irs-prior/f990ez--2020.pdf,sources/annual-income-tax-forms/990-EZ/2020/990-ez-2020-form.pdf,4,375166,f2169e04723f39876a788ec7322c26eb163d86bd791f88170b268c09ce16134b,2026-07-17
990-EZ,2020,instructions,downloaded,https://www.irs.gov/pub/irs-prior/i990ez--2020.pdf,sources/annual-income-tax-forms/990-EZ/2020/990-ez-2020-instructions.pdf,48,608593,32898f3cd5943fe04931d91508e9ab1b75181714598ab37eb8dd12ee22f1b86a,2026-07-17
990-EZ,2021,form,downloaded,https://www.irs.gov/pub/irs-prior/f990ez--2021.pdf,sources/annual-income-tax-forms/990-EZ/2021/990-ez-2021-form.pdf,4,382604,9de38777b7eed9d663cba202ad65583a6422dd83eafe3fecfb0f4329f70a820e,2026-07-17
990-EZ,2021,instructions,downloaded,https://www.irs.gov/pub/irs-prior/i990ez--2021.pdf,sources/annual-income-tax-forms/990-EZ/2021/990-ez-2021-instructions.pdf,48,616986,1974e121c4eb3df58bb9de082972edeaefdb91b5cf6d4b26cefd0f6c95f6a0ff,2026-07-17
990-EZ,2022,form,downloaded,https://www.irs.gov/pub/irs-prior/f990ez--2022.pdf,sources/annual-income-tax-forms/990-EZ/2022/990-ez-2022-form.pdf,4,408417,d6cd18e0f50719be563d1cc21d48a234f5e0592148da8fba4bffd36a24049e01,2026-07-17
990-EZ,2022,instructions,downloaded,https://www.irs.gov/pub/irs-prior/i990ez--2022.pdf,sources/annual-income-tax-forms/990-EZ/2022/990-ez-2022-instructions.pdf,49,602884,9f761b3043fa966a4cc46813b7c6a49ee1624d429f0bbc5c76ac709fae22a9c2,2026-07-17
990-EZ,2023,form,downloaded,https://www.irs.gov/pub/irs-prior/f990ez--2023.pdf,sources/annual-income-tax-forms/990-EZ/2023/990-ez-2023-form.pdf,4,407748,763c703ede56f1fe0112ece67ff7ab8619d18dfa22daf347ebac0628ee442575,2026-07-17
990-EZ,2023,instructions,downloaded,https://www.irs.gov/pub/irs-prior/i990ez--2023.pdf,sources/annual-income-tax-forms/990-EZ/2023/990-ez-2023-instructions.pdf,49,643805,8ce0d37874277e3ae9508b4ada05eed56c23da2c670349ed73a442521f1e13ab,2026-07-17
990-EZ,2024,form,downloaded,https://www.irs.gov/pub/irs-prior/f990ez--2024.pdf,sources/annual-income-tax-forms/990-EZ/2024/990-ez-2024-form.pdf,4,397047,032718c7ca99169438abd1bbd83f9ef95e39a09ad0ece0286e96276c7066a8ca,2026-07-17
990-EZ,2024,instructions,downloaded,https://www.irs.gov/pub/irs-prior/i990ez--2024.pdf,sources/annual-income-tax-forms/990-EZ/2024/990-ez-2024-instructions.pdf,49,644411,6d343952a226364efdbf131f6816896f1ea3a682c47e71cfff01e5a49d6801b4,2026-07-17
990-EZ,2025,form,downloaded,https://www.irs.gov/pub/irs-prior/f990ez--2025.pdf,sources/annual-income-tax-forms/990-EZ/2025/990-ez-2025-form.pdf,4,397623,290b3f9018ae12837b0ffdc32a8cb7beca78917caffdaf313c85d17d4e73a27c,2026-07-17
990-EZ,2025,instructions,downloaded,https://www.irs.gov/pub/irs-prior/i990ez--2025.pdf,sources/annual-income-tax-forms/990-EZ/2025/990-ez-2025-instructions.pdf,49,660977,966672706e26f6e2e8fb42755af210b0a84dd06f6d1a93027e6524b07b1650c7,2026-07-17
990-PF,2018,form,downloaded,https://www.irs.gov/pub/irs-prior/f990pf--2018.pdf,sources/annual-income-tax-forms/990-PF/2018/990-pf-2018-form.pdf,13,530463,954c26e4fd4c62b81f0478894ee047491b264cfe7351bb46ace420f522dac4f4,2026-07-17
990-PF,2018,instructions,downloaded,https://www.irs.gov/pub/irs-prior/i990pf--2018.pdf,sources/annual-income-tax-forms/990-PF/2018/990-pf-2018-instructions.pdf,40,552861,44f3a32e3accf4504d693a4c10613c3c8c1186de605ee62e825b2b532dd8bbcd,2026-07-17
990-PF,2019,form,downloaded,https://www.irs.gov/pub/irs-prior/f990pf--2019.pdf,sources/annual-income-tax-forms/990-PF/2019/990-pf-2019-form.pdf,13,529196,984878a6e813b62eacfda35579341bfc52df633416aea4c2c90d0790150e8af9,2026-07-17
990-PF,2019,instructions,downloaded,https://www.irs.gov/pub/irs-prior/i990pf--2019.pdf,sources/annual-income-tax-forms/990-PF/2019/990-pf-2019-instructions.pdf,40,563252,1ec3a415805ce172e94e1125ffe12a3ff083f043c9c80c94362e319ca5505743,2026-07-17
990-PF,2020,form,downloaded,https://www.irs.gov/pub/irs-prior/f990pf--2020.pdf,sources/annual-income-tax-forms/990-PF/2020/990-pf-2020-form.pdf,13,526176,22946c00e3b8e2c9ac2141ae064892b81a57289c672d9f0883a99d2473029388,2026-07-17
990-PF,2020,instructions,downloaded,https://www.irs.gov/pub/irs-prior/i990pf--2020.pdf,sources/annual-income-tax-forms/990-PF/2020/990-pf-2020-instructions.pdf,40,555052,f27f9631656e35ba8a9dab5a48e4edd399c8c6db5f4ce9788d3d899e20946b3b,2026-07-17
990-PF,2021,form,downloaded,https://www.irs.gov/pub/irs-prior/f990pf--2021.pdf,sources/annual-income-tax-forms/990-PF/2021/990-pf-2021-form.pdf,13,520922,784cb0ab5cf3550a2821b0d7588f7a17d7da91fa10c7df9987c680d8765081b2,2026-07-17
990-PF,2021,instructions,downloaded,https://www.irs.gov/pub/irs-prior/i990pf--2021.pdf,sources/annual-income-tax-forms/990-PF/2021/990-pf-2021-instructions.pdf,40,566353,b9a0007213222112c55522b0dee62c641b84beda136244747567349abaf95a49,2026-07-17
990-PF,2022,form,downloaded,https://www.irs.gov/pub/irs-prior/f990pf--2022.pdf,sources/annual-income-tax-forms/990-PF/2022/990-pf-2022-form.pdf,13,550111,93828106aaaf6d51c74bd72dc358529c586ca6373a9fbd481a71a808bf1e1eab,2026-07-17
990-PF,2022,instructions,downloaded,https://www.irs.gov/pub/irs-prior/i990pf--2022.pdf,sources/annual-income-tax-forms/990-PF/2022/990-pf-2022-instructions.pdf,41,586353,33427d7dee5edf7d46f40b2e9ffc7e6b0c0e349553054aabc87a7066004698e9,2026-07-17
990-PF,2023,form,downloaded,https://www.irs.gov/pub/irs-prior/f990pf--2023.pdf,sources/annual-income-tax-forms/990-PF/2023/990-pf-2023-form.pdf,13,579220,688d42bb3be7aa7af2fea1d8f282fc6e3ffd3d77bee2089bf8336bc499ba27b8,2026-07-17
990-PF,2023,instructions,downloaded,https://www.irs.gov/pub/irs-prior/i990pf--2023.pdf,sources/annual-income-tax-forms/990-PF/2023/990-pf-2023-instructions.pdf,42,581250,88efb59a18db3b89143a77f69470105bc715c06f6f7ebb536101b371f982c636,2026-07-17
990-PF,2024,form,downloaded,https://www.irs.gov/pub/irs-prior/f990pf--2024.pdf,sources/annual-income-tax-forms/990-PF/2024/990-pf-2024-form.pdf,13,579595,89a732fd9cfad4aa3e7b7a889433d4abee45343c0dd2be781203b0897000d35f,2026-07-17
990-PF,2024,instructions,downloaded,https://www.irs.gov/pub/irs-prior/i990pf--2024.pdf,sources/annual-income-tax-forms/990-PF/2024/990-pf-2024-instructions.pdf,42,580225,04d7dea3928bf25d74f626f2824a56a5dfbb984181147e874274a396238b5205,2026-07-17
990-PF,2025,form,downloaded,https://www.irs.gov/pub/irs-prior/f990pf--2025.pdf,sources/annual-income-tax-forms/990-PF/2025/990-pf-2025-form.pdf,13,570714,999df73380009f180fcc741f778a47bc83a25de3116fb1a1cf8d03f6b24b39ba,2026-07-17
990-PF,2025,instructions,downloaded,https://www.irs.gov/pub/irs-prior/i990pf--2025.pdf,sources/annual-income-tax-forms/990-PF/2025/990-pf-2025-instructions.pdf,40,563801,550df15232d09f45fce50b4b40bed57c81ec328c8b83d5287c787969ec9693e2,2026-07-17
990-T,2018,form,downloaded,https://www.irs.gov/pub/irs-prior/f990t--2018.pdf,sources/annual-income-tax-forms/990-T/2018/990-t-2018-form.pdf,6,683846,6cea80c7b1bab3c51097ee8d354462fe4c50cdde3c58f7d6f2f7279f9c0d6eb6,2026-07-17
990-T,2018,instructions,downloaded,https://www.irs.gov/pub/irs-prior/i990t--2018.pdf,sources/annual-income-tax-forms/990-T/2018/990-t-2018-instructions.pdf,32,515256,69c4a8dcc846dd1c0b125e3f759241c73651fde29093b0c67dc5f5daf44cc110,2026-07-17
990-T,2019,form,downloaded,https://www.irs.gov/pub/irs-prior/f990t--2019.pdf,sources/annual-income-tax-forms/990-T/2019/990-t-2019-form.pdf,6,666622,efa1b73db317fa9057e5caaafc3c67140e113f7f76415b1cec28e5fcc7b510ff,2026-07-17
990-T,2019,instructions,downloaded,https://www.irs.gov/pub/irs-prior/i990t--2019.pdf,sources/annual-income-tax-forms/990-T/2019/990-t-2019-instructions.pdf,32,516064,beef6446007b2a8dc0d9b5f5d0c0aa3215fefe3eca2813998d291fdcee934e59,2026-07-17
990-T,2020,form,downloaded,https://www.irs.gov/pub/irs-prior/f990t--2020.pdf,sources/annual-income-tax-forms/990-T/2020/990-t-2020-form.pdf,2,134304,a1bb690413b38daa5488b2cc6ff8e793182387291d4747f9a04c8810cdb79eec,2026-07-17
990-T,2020,instructions,downloaded,https://www.irs.gov/pub/irs-prior/i990t--2020.pdf,sources/annual-income-tax-forms/990-T/2020/990-t-2020-instructions.pdf,35,459980,d4b1da43fda33892497d3b6d52fa97b44bab71fa472c0be20f8f16e07338b467,2026-07-17
990-T,2021,form,downloaded,https://www.irs.gov/pub/irs-prior/f990t--2021.pdf,sources/annual-income-tax-forms/990-T/2021/990-t-2021-form.pdf,2,138873,db49e9718fc7f96b34bf5c91657c36db0e826aaa67ed01b7c9677deddcf9e6d5,2026-07-17
990-T,2021,instructions,downloaded,https://www.irs.gov/pub/irs-prior/i990t--2021.pdf,sources/annual-income-tax-forms/990-T/2021/990-t-2021-instructions.pdf,36,474692,ae26599df2daf8fdb0e61a3288679118f45fae28613871b452d695a9ca87d13c,2026-07-17
990-T,2022,form,downloaded,https://www.irs.gov/pub/irs-prior/f990t--2022.pdf,sources/annual-income-tax-forms/990-T/2022/990-t-2022-form.pdf,2,141753,f4b64794056698714d2ca0fa50749f89d3128f40e399e3da153b3051252cbc4d,2026-07-17
990-T,2022,instructions,downloaded,https://www.irs.gov/pub/irs-prior/i990t--2022.pdf,sources/annual-income-tax-forms/990-T/2022/990-t-2022-instructions.pdf,36,478566,9a6b3a74e084d59c42712bc6dab1329212dde023a24a045a71436d758c850ee9,2026-07-17
990-T,2023,form,downloaded,https://www.irs.gov/pub/irs-prior/f990t--2023.pdf,sources/annual-income-tax-forms/990-T/2023/990-t-2023-form.pdf,2,141597,b4e54bf90556470c21fc60e1edcd27498786ef99434ae83eaf766c499aac598f,2026-07-17
990-T,2023,instructions,downloaded,https://www.irs.gov/pub/irs-prior/i990t--2023.pdf,sources/annual-income-tax-forms/990-T/2023/990-t-2023-instructions.pdf,36,507425,ce9d4b67a0707ea1fad02cb3c192e2cd5f66f7a6f5012b69bf8120a3257ed74e,2026-07-17
990-T,2024,form,downloaded,https://www.irs.gov/pub/irs-prior/f990t--2024.pdf,sources/annual-income-tax-forms/990-T/2024/990-t-2024-form.pdf,2,142980,d88aaf135d8ee18041c6cd5e73d02f7e6abefedf9d557d9c0a209862578e1aae,2026-07-17
990-T,2024,instructions,downloaded,https://www.irs.gov/pub/irs-prior/i990t--2024.pdf,sources/annual-income-tax-forms/990-T/2024/990-t-2024-instructions.pdf,37,333534,3f9766bff7b4461bb38475a262e03b9abbab44241cf260be0c25c844bc9f3103,2026-07-17
990-T,2025,form,downloaded,https://www.irs.gov/pub/irs-prior/f990t--2025.pdf,sources/annual-income-tax-forms/990-T/2025/990-t-2025-form.pdf,2,145815,bc9b5dc14df57cbf1334a8cc7037c623cec19f255f4dd3e24c8430394233d20e,2026-07-17
990-T,2025,instructions,downloaded,https://www.irs.gov/pub/irs-prior/i990t--2025.pdf,sources/annual-income-tax-forms/990-T/2025/990-t-2025-instructions.pdf,44,541229,bbdf3c7b6eb1331a6b470d279bad0bf8effed3cf488a0343244ea9401114fa08,2026-07-17
